1455	7 (A W E U N B S) 
Ribes_oxyacanthoides	0000100
Ribes_petraeum	0100010
Ribes_roezlii	0000100
Ribes_rotundifolium	0000100
Ribes_rubrisepalum	0010000
Ribes_rubrum	0100010
Ribes_sanguineum	0000100
Ribes_sinanense	0010000
Ribes_speciosum	0000100
Ribes_spicatum	0000010
Ribes_stenocarpum	0010000
Ribes_takare	0010000
Ribes_tenue	0010000
Ribes_thacherianum	0000100
Ribes_tortuosum	0000100
Ribes_triste	0010110
Ribes_uva-crispa	1100010
Ribes_valdivianum	0000001
Ribes_velutinum	0000100
Ribes_viburnifolium	0000100
Ribes_villosum	0110000
Ribes_vilmorinii	0010000
Ribes_viscosissimum	0000100
Ribes_watsonianum	0000100
Ribes_wolfii	0000100
Rodgersia_aesculifolia	0010000
Rodgersia_nepalensis	0010000
Rodgersia_pinnata	0010000
Rodgersia_podophylla	0010000
Rodgersia_sambucifolia	0010000
Rosularia_adenotricha	0110000
Rosularia_alpestris	0110000
Rosularia_glabra	0100000
Rosularia_lineata	0100000
Rosularia_modesta	0100000
Rosularia_platyphylla	0100000
Rosularia_rosulata	0010000
Rosularia_serrata	0100010
Saniculiphyllum_guanxiense	0010000
Saxifraga_adscendens	0000110
Saxifraga_afghanica	0010000
Saxifraga_aizoides	0000110
Saxifraga_aleutica	0000100
Saxifraga_alpigena	0010000
Saxifraga_andersonii	0010000
Saxifraga_androsacea	0000010
Saxifraga_angustata	0010000
Saxifraga_aphylla	0000010
Saxifraga_aquatica	0000010
Saxifraga_arachnoidea	0000010
Saxifraga_aretioides	0000010
Saxifraga_aristulata	0010000
Saxifraga_aspera	0000010
Saxifraga_aurantiaca	0010000
Saxifraga_auriculata	0010000
Saxifraga_babiana	0000010
Saxifraga_balfourii	0010000
Saxifraga_bergenioides	0010000
Saxifraga_biflora	0000010
Saxifraga_biternata	0000010
Saxifraga_bourgaeana	0000010
Saxifraga_brachyphylla	0010000
Saxifraga_brachypoda	0010000
Saxifraga_bracteata	0000110
Saxifraga_bronchialis	0000110
Saxifraga_brunneopunctata	0010000
Saxifraga_brunonis	0010000
Saxifraga_bryoides	0100010
Saxifraga_bulbifera	0000010
Saxifraga_bulleyana	0010000
Saxifraga_burseriana	0000010
Saxifraga_caesia	0000010
Saxifraga_callosa	0000010
Saxifraga_camposii	0000010
Saxifraga_canaliculata	0000010
Saxifraga_candelabrum	0010000
Saxifraga_cardiophylla	0010000
Saxifraga_carpatica	0000010
Saxifraga_carpetana	1000010
Saxifraga_cartilaginea	0100000
Saxifraga_caulescens	0000010
Saxifraga_caveana	0010000
Saxifraga_cebennensis	0000010
Saxifraga_cernua	0110110
Saxifraga_cespitosa	0000110
Saxifraga_cherlerioides	0010010
Saxifraga_chionophila	0010000
Saxifraga_chrysantha	0000100
Saxifraga_chrysanthoides	0010000
Saxifraga_ciliatopetala	0010000
Saxifraga_cinerascens	0010000
Saxifraga_cintrana	0000010
Saxifraga_cochlearis	0000010
Saxifraga_congestiflora	0010000
Saxifraga_conifera	0000010
Saxifraga_consanguinea	0010000
Saxifraga_continentalis	0000010
Saxifraga_cordigera	0010000
Saxifraga_corsica	0000010
Saxifraga_corymbosa	0000010
Saxifraga_cotyledon	0000010
Saxifraga_crustata	0000010
Saxifraga_culcitosa	0010000
Saxifraga_cuneata	0000010
Saxifraga_cuneifolia	0000010
Saxifraga_cymbalaria	0100000
Saxifraga_decora	0010000
Saxifraga_densifoliata	0010000
Saxifraga_dianxibeiensis	0010000
Saxifraga_diapensia	0010000
Saxifraga_diapensioides	0000010
Saxifraga_dichotoma	1000010
Saxifraga_dielsiana	0010000
Saxifraga_diversifolia	0010000
Saxifraga_drabiformis	0010000
Saxifraga_duthiei	0010000
Saxifraga_egregia	0010000
Saxifraga_elliptica	0010000
Saxifraga_engleriana	0010000
Saxifraga_erioblasta	0000010
Saxifraga_eschscholtzii	0000110
Saxifraga_exarata	0100010
Saxifraga_facchinii	0000010
Saxifraga_federici-augusti	0000010
Saxifraga_felineri	0000010
Saxifraga_ferdinandi-coburgi	0000010
Saxifraga_filicaulis	0010000
Saxifraga_filifolia	0010000
Saxifraga_finitima	0010000
Saxifraga_firma	0000010
Saxifraga_flagellaris	0110110
Saxifraga_flexilis	0010000
Saxifraga_florulenta	0000010
Saxifraga_forrestii	0010000
Saxifraga_fortunei	0010000
Saxifraga_fragilis	0000010
Saxifraga_gedangensis	0010000
Saxifraga_gemmigera	0010000
Saxifraga_gemmipara	0010000
Saxifraga_gemmulosa	0000010
Saxifraga_genesiana	0000010
Saxifraga_georgei	0010000
Saxifraga_geranioides	0000010
Saxifraga_giraldiana	0010000
Saxifraga_glacialis	0010000
Saxifraga_glaucophylla	0010000
Saxifraga_globulifera	1000010
Saxifraga_gonggashanensis	0010000
Saxifraga_gouldii	0010000
Saxifraga_granulata	1000010
Saxifraga_granulifera	0010000
Saxifraga_haenseleri	0000010
Saxifraga_hariotii	0000010
Saxifraga_hederacea	1100010
Saxifraga_heleonastes	0010000
Saxifraga_hemisphaerica	0010000
Saxifraga_hengduanensis	0010000
Saxifraga_heterotricha	0010000
Saxifraga_hirculoides	0010000
Saxifraga_hirculus	0110110
Saxifraga_hirsuta	0000010
Saxifraga_hispidula	0010000
Saxifraga_hookeri	0010000
Saxifraga_hostii	0000010
Saxifraga_hyperborea	0000110
Saxifraga_hypericoides	0010000
Saxifraga_hypnoides	1000010
Saxifraga_imparilis	0010000
Saxifraga_implicans	0010000
Saxifraga_insolens	0010000
Saxifraga_intricata	0000010
Saxifraga_irrigua	0000010
Saxifraga_isophylla	0010000
Saxifraga_jacquemontiana	0010000
Saxifraga_kingdonii	0010000
Saxifraga_kingiana	0010000
Saxifraga_kolenatiana	0100000
Saxifraga_kotschyi	0100000
Saxifraga_kruhsiana	0000010
Saxifraga_latepetiolata	0000010
Saxifraga_likiangensis	0010000
Saxifraga_lilacina	0010000
Saxifraga_linearifolia	0010000
Saxifraga_litangensis	0010000
Saxifraga_llonakhensis	0010000
Saxifraga_longifolia	0000010
Saxifraga_losae	0000010
Saxifraga_lowndesii	0010000
Saxifraga_lychnitis	0010000
Saxifraga_macrostigmatoides	0010000
Saxifraga_maderensis	1000000
Saxifraga_magellanica	0000001
Saxifraga_marginata	0000010
Saxifraga_mengtzeana	0010000
Saxifraga_mertensiana	0000100
Saxifraga_microgyna	0010000
Saxifraga_microphylla	0010000
Saxifraga_moncayensis	0000010
Saxifraga_montanella	0010000
Saxifraga_moorcroftiana	0010000
Saxifraga_mucronulata	0010000
Saxifraga_mucronulatoides	0010000
Saxifraga_mutata	0000010
Saxifraga_nanella	0010000
Saxifraga_nervosa	0000010
Saxifraga_nevadensis	0000010
Saxifraga_nigroglandulifera	0010000
Saxifraga_nipponica	0010000
Saxifraga_nishidae	0010000
Saxifraga_omolojensis	0000010
Saxifraga_omphalodifolia	0010000
Saxifraga_oppositifolia	0110110
Saxifraga_oreophila	0010000
Saxifraga_oresbia	0010000
Saxifraga_osloensis	0000010
Saxifraga_paniculata	0100110
Saxifraga_paradoxa	0000010
Saxifraga_parnassifolia	0010000
Saxifraga_parva	0010000
Saxifraga_pasumensis	0010000
Saxifraga_pedemontana	0000010
Saxifraga_pentadactylis	0000010
Saxifraga_peplidifolia	0010000
Saxifraga_perpusilla	0010000
Saxifraga_petraea	0000010
Saxifraga_pilifera	0010000
Saxifraga_poluniniana	0010000
Saxifraga_porophylla	0000010
Saxifraga_praetermissa	0000010
Saxifraga_prattii	0010000
Saxifraga_presolanensis	0000010
Saxifraga_przewalskii	0010000
Saxifraga_pseudohirculus	0010000
Saxifraga_pubescens	0000010
Saxifraga_pulchra	0010000
Saxifraga_pulvinaria	0110000
Saxifraga_punctulata	0010000
Saxifraga_radiata	0000110
Saxifraga_rebunshirensis	0010000
Saxifraga_repanda	0100000
Saxifraga_retusa	0000010
Saxifraga_reuteriana	1000010
Saxifraga_rigoi	1000010
Saxifraga_rivularis	0000111
Saxifraga_rosacea	0000010
Saxifraga_rotundifolia	0100010
Saxifraga_roylei	0010000
Saxifraga_rudolphiana	0000010
Saxifraga_rufescens	0010000
Saxifraga_saginoides	0010000
Saxifraga_sancta	0000010
Saxifraga_sanguinea	0010000
Saxifraga_scardica	0000010
Saxifraga_scleropoda	0100000
Saxifraga_sediformis	0010000
Saxifraga_sedoides	0000010
Saxifraga_seguieri	0000010
Saxifraga_sempervivum	0000010
Saxifraga_sendaica	0010000
Saxifraga_serpyllifolia	0000110
Saxifraga_sibirica	0110010
Saxifraga_sibthorpii	0000010
Saxifraga_signata	0010000
Saxifraga_signatella	0010000
Saxifraga_sinomontana	0010000
Saxifraga_spathularis	0000010
Saxifraga_sphaeradena	0010000
Saxifraga_spinulosa	0000010
Saxifraga_squarrosa	0000010
Saxifraga_stella-aurea	0010000
Saxifraga_stolitzkae	0010000
Saxifraga_stolonifera	0010000
Saxifraga_stribrnyi	0000010
Saxifraga_strigosa	0010000
Saxifraga_styriaca	0000010
Saxifraga_subaequifoliata	0010000
Saxifraga_subsessiliflora	0010000
Saxifraga_substrigosa	0010000
Saxifraga_subverticillata	0100000
Saxifraga_tangutica	0010000
Saxifraga_tatsienluensis	0010000
Saxifraga_taygetea	0000010
Saxifraga_taylorii	0000100
Saxifraga_tenella	0000010
Saxifraga_tibetica	0010000
Saxifraga_tombeanensis	0000010
Saxifraga_triaristulata	0010000
Saxifraga_tricuspidata	0000100
Saxifraga_tridactylites	1100010
Saxifraga_trifurcata	0000010
Saxifraga_tsangchanensis	0010000
Saxifraga_umbellulata	0010000
Saxifraga_umbrosa	0000010
Saxifraga_unguiculata	0010000
Saxifraga_unguipetala	0010000
Saxifraga_uninervia	0010000
Saxifraga_valdensis	0000010
Saxifraga_vayredana	0000010
Saxifraga_versicallosa	0010000
Saxifraga_vespertina	0000100
Saxifraga_wahlenbergii	0000010
Saxifraga_wallichiana	0010000
Saxifraga_wardii	0010000
Saxifraga_wendelboi	0100000
Saxifraga_yarlungzangboensis	0010000
Saxifraga_yezhiensis	0010000
Saxifraga_zimmermannii	0010000
Saxifragella_bicuspidata	0000001
Saxifragodes_albowiana	0000001
Saxifragopsis_fragarioides	0000100
Sedella_pumila	0000100
Sedum_acre	1100010
Sedum_adolphii	0000100
Sedum_alamosanum	0000100
Sedum_album	1000010
Sedum_alexanderi	0000100
Sedum_alfredii	0010000
Sedum_allantoides	0000100
Sedum_alpestre	0000010
Sedum_amplexicaule	1100010
Sedum_andinum	0000001
Sedum_anglicum	0000010
Sedum_annuum	0000010
Sedum_apoleipon	0000010
Sedum_atratum	0000010
Sedum_baileyi	0010000
Sedum_batesii	0000100
Sedum_bergeri	0010000
Sedum_bourgaei	0000100
Sedum_brevifolium	1000010
Sedum_bulbiferum	0010000
Sedum_caducum	0000100
Sedum_caeruleum	1000010
Sedum_caespitosum	1100010
Sedum_candollei	0000010
Sedum_carinatifolium	0000100
Sedum_catorce	0000100
Sedum_celatum	0010000
Sedum_cepaea	0100010
Sedum_chauveaudii	0010000
Sedum_chazaroi	0000100
Sedum_chloropetalum	0000100
Sedum_churchillianum	1000000
Sedum_clavatum	0000100
Sedum_cockerellii	0000100
Sedum_commixtum	0000100
Sedum_correptum	0010000
Sedum_corynephyllum	0000100
Sedum_cymatopetalum	0000001
Sedum_dasyphyllum	1000010
Sedum_debile	0000100
Sedum_dendroideum	0000100
Sedum_diffusum	0000100
Sedum_divergens	0000100
Sedum_drymarioides	0010000
Sedum_ebracteatum	0000100
Sedum_elatinoides	0010000
Sedum_emarginatum	0010000
Sedum_eriocarpum	0100010
Sedum_erythrospermum	0010000
Sedum_fischeri	0010000
Sedum_formosanum	0010000
Sedum_forrestii	0010000
Sedum_forsterianum	1000010
Sedum_fragrans	0000010
Sedum_frutescens	0000100
Sedum_furfuraceum	0000100
Sedum_fuscum	0000100
Sedum_fusiforme	1000000
Sedum_gagei	0010000
Sedum_glaebosum	0010000
Sedum_glaucophyllum	0000100
Sedum_gracile	0100000
Sedum_grandyi	0000001
Sedum_greggii	0000100
Sedum_grisebachii	0000010
Sedum_griseum	0000100
Sedum_guatemalense	0000100
Sedum_gypsicola	1000010
Sedum_gypsophilum	0000100
Sedum_hakonense	0010000
Sedum_hemsleyanum	0000100
Sedum_henrici-robertii	0010000
Sedum_hintonii	0000100
Sedum_hirsutum	1000010
Sedum_hispanicum	0100010
Sedum_hultenii	0000100
Sedum_humifusum	0000100
Sedum_jaccardianum	1000000
Sedum_jaliscanum	0000100
Sedum_japonicum	0010000
Sedum_jurgensenii	0000100
Sedum_laconicum	0100010
Sedum_lagascae	0000010
Sedum_lanceolatum	0000100
Sedum_lancerottense	1000000
Sedum_liebmannianum	0000100
Sedum_lineare	0010000
Sedum_longipes	0000100
Sedum_magellense	0000010
Sedum_makinoi	0010000
Sedum_mexicanum	0010000
Sedum_meyeri-johannis	1000000
Sedum_microcarpum	0100000
Sedum_modestum	1000000
Sedum_montanum	0000010
Sedum_moranense	0000100
Sedum_morganianum	0000100
Sedum_morrisonense	0010000
Sedum_mucizonia	1000010
Sedum_multicaule	0010000
Sedum_nokoense	0010000
Sedum_nudum	1000000
Sedum_nussbaumerianum	0000100
Sedum_oaxacanum	0000100
Sedum_obcordatum	0000100
Sedum_obtrullatum	0010000
Sedum_obtusatum	0000100
Sedum_obtusipetalum	0010000
Sedum_ochroleucum	0000010
Sedum_onychopetalum	0010000
Sedum_oreades	0010000
Sedum_oreganum	0000100
Sedum_oregonense	0000100
Sedum_oryzifolium	0010000
Sedum_oxypetalum	0000100
Sedum_pacense	0000100
Sedum_pallidum	0100010
Sedum_palmeri	0000100
Sedum_platysepalum	0010000
Sedum_polytrichoides	0010000
Sedum_pruinatum	0000010
Sedum_przewalskii	0010000
Sedum_quevae	0000100
Sedum_reniforme	0000001
Sedum_retusum	0000100
Sedum_roborowskii	0010000
Sedum_rupestre	1100010
Sedum_ruwenzoriense	1000000
Sedum_sarmentosum	0010000
Sedum_sediforme	1100010
Sedum_sexangulare	0000010
Sedum_spathulifolium	0000100
Sedum_stefco	0000010
Sedum_stellariifolium	0010000
Sedum_stelliforme	0000100
Sedum_stenopetalum	0000100
Sedum_subtile	0010000
Sedum_subulatum	0100000
Sedum_tenellum	0100000
Sedum_ternatum	0000100
Sedum_tosaense	0010000
Sedum_treleasei	0000100
Sedum_triactina	0010000
Sedum_trichromum	0000100
Sedum_trullipetalum	0010000
Sedum_tsinghaicum	0010000
Sedum_ulricae	0010000
Sedum_uniflorum	0010000
Sedum_ursi	0100000
Sedum_urvillei	0100010
Sedum_versadense	0000100
Sedum_villosum	1000010
Sedum_vinicolor	0000100
Sedum_wrightii	0000100
Sedum_yabeanum	0010000
Semiliquidambar_cathayensis	0010000
Semiliquidambar_chingii	0010000
Sempervivum_arachnoideum	0000010
Sempervivum_armenum	0100000
Sempervivum_atropatanum	0100000
Sempervivum_brevipilum	0100000
Sempervivum_calcareum	0000010
Sempervivum_cantabricum	0000010
Sempervivum_caucasicum	0100000
Sempervivum_davisii	0100000
Sempervivum_giuseppii	0000010
Sempervivum_globiferum	0000010
Sempervivum_grandiflorum	0000010
Sempervivum_heuffelii	0000010
Sempervivum_iranicum	0100000
Sempervivum_leucanthum	0000010
Sempervivum_marmoreum	0000010
Sempervivum_minutum	0000010
Sempervivum_montanum	0000010
Sempervivum_pittonii	0000010
Sempervivum_pumilum	0100000
Sempervivum_ruthenicum	0100010
Sempervivum_tectorum	0000010
Sempervivum_transcaucasicum	0100000
Sempervivum_wulfenii	0000010
Sinocrassula_densirosulata	0010000
Sinocrassula_indica	0010000
Sinocrassula_yunnanensis	0010000
Sinowilsonia_henryi	0010000
Soyauxia_floribunda	1000000
Soyauxia_ledermannii	1000000
Soyauxia_talbotii	1000000
Suksdorfia_ranunculifolia	0000100
Suksdorfia_violacea	0000100
Sullivantia_hapemanii	0000100
Sullivantia_oregana	0000100
Sullivantia_sullivantii	0000100
Sycopsis_sinensis	0010000
Tanakaea_radicans	0010000
Telesonix_heucheriformis	0000100
Telesonix_jamesii	0000100
Tellima_grandiflora	0000100
Tetracarpaea_tasmanica	0001000
Thompsonella_garcia-mendozae	0000100
Thompsonella_minutiflora	0000100
Thompsonella_mixtecana	0000100
Thompsonella_nellydiegoae	0000100
Thompsonella_platyphylla	0000100
Thompsonella_spathulata	0000100
Thompsonella_xochipalensis	0000100
Tiarella_cordifolia	0000100
Tiarella_polyphylla	0010000
Tiarella_trifoliata	0000100
Tolmiea_menziesii	0000100
Trichocladus_crinitus	1000000
Trichocladus_ellipticus	1000000
Trichocladus_grandiflorus	1000000
Trihaloragis_hexandra	0001000
Tylecodon_albiflorus	1000000
Tylecodon_aurusbergensis	1000000
Tylecodon_bayeri	1000000
Tylecodon_buchholzianus	1000000
Tylecodon_cacalioides	1000000
Tylecodon_decipiens	1000000
Tylecodon_ellaphieae	1000000
Tylecodon_grandiflorus	1000000
Tylecodon_hallii	1000000
Tylecodon_hirtifolius	1000000
Tylecodon_kritzingeri	1000000
Tylecodon_leucothrix	1000000
Tylecodon_nolteei	1000000
Tylecodon_occultans	1000000
Tylecodon_paniculatus	1000000
Tylecodon_pearsonii	1000000
Tylecodon_pusillus	1000000
Tylecodon_pygmaeus	1000000
Tylecodon_reticulatus	1000000
Tylecodon_rubrovenosus	1000000
Tylecodon_schaeferianus	1000000
Tylecodon_similis	1000000
Tylecodon_singularis	1000000
Tylecodon_stenocaulis	1000000
Tylecodon_striatus	1000000
Tylecodon_suffultus	1000000
Tylecodon_sulphureus	1000000
Tylecodon_tenuis	1000000
Tylecodon_torulosus	1000000
Tylecodon_tribblei	1000000
Tylecodon_ventricosus	1000000
Tylecodon_viridiflorus	1000000
Tylecodon_wallichii	1000000
Umbilicus_botryoides	1000000
Umbilicus_erectus	0100010
Umbilicus_heylandianus	1000010
Umbilicus_horizontalis	1100010
Umbilicus_oppositifolius	0100000
Umbilicus_parviflorus	0100010
Umbilicus_rupestris	1100010
Umbilicus_tropaeolifolius	0100000
Villadia_albiflora	0000100
Villadia_aristata	0000100
Villadia_cucullata	0000100
Villadia_diffusa	0000100
Villadia_guatemalensis	0000100
Villadia_imbricata	0000100
Villadia_incarum	0000001
Villadia_minutiflora	0000100
Villadia_misera	0000100
Villadia_nelsonii	0000100
Villadia_pringlei	0000100
Villadia_recurva	0000100
Whittonia_guianensis	0000001
